Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
Container,Container Terminal XXI,7.5,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,19.9,20.1,Container Ship,CONTAINER SHIPS,1195.0,17.4,2004,ANTWERP,Panama,54774 tons,66786 tons,294 m,32 m
6,Oil and Products Terminal,13.7,14.1,Oil/Chemical Tanker,WET BULK,4.0,6.7,2010,SETUBAL,Liberia,5581 tons,7304 tons,101 m,19 m
1B,Multi Purpose Terminal,0.1,120.2,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,0.4,94.5,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,4.4,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,91.1,91.5,Oil/Chemical Tanker,WET BULK,5466.0,9.2,2006,PUNTA CARDON,Greece,29032 tons,50922 tons,183 m,32 m
Container,Container Terminal XXI,0.5,0.6,Tug,SUPPORTING VESSELS,4.0,9.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,32.3,32.4,Container Ship,CONTAINER SHIPS,2268.0,17.7,2006,HAIFA,Panama,108930 tons,117310 tons,336 m,45 m
4,Oil and Products Terminal,58.1,58.5,Oil/Chemical Tanker,WET BULK,1195.0,9.5,2004,ANTWERP,Marshall Islands,22518 tons,39997 tons,182 m,28 m
4,Oil and Products Terminal,0.7,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.5,115.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.8,22.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.3,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,17.9,18.1,Oil Products Tanker,WET BULK,4.0,6.2,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
7,Oil and Products Terminal,9.2,9.6,Oil/Chemical Tanker,WET BULK,47.0,7.1,2010,SETUBAL,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,25.9,26.3,Container Ship,CONTAINER SHIPS,671.0,14.8,2005,VALENCIA,Panama,54809 tons,67310 tons,294 m,31 m
Container,Container Terminal XXI,0.9,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Multi Purpose Terminal,28.8,29.3,General Cargo,DRY BREAKBULK,253.0,10.3,1989,VIANA DO CASTELO,Antigua & Barbuda,3826 tons,4402 tons,104 m,16 m
6,Oil and Products Terminal,20.9,21.3,LPG Tanker,LPG CARRIERS,3.0,4.9,2014,KAARSTO,Singapore,4292 tons,5011 tons,99 m,17 m
7,Oil and Products Terminal,6.6,7.0,Oil Products Tanker,WET BULK,4.0,6.5,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Sines LNG,REN Atlantico Terminal LNG,1.6,115.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,1.0,22.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.3,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,1.1,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
5,Oil and Products Terminal,0.3,19.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,46.8,47.1,Container Ship,CONTAINER SHIPS,313.0,12.2,1997,VIGO,Panama,29115 tons,40100 tons,195 m,32 m
5,Oil and Products Terminal,65.5,65.9,Oil/Chemical Tanker,WET BULK,4540.0,11.2,2009,DUQM,Malta,30174 tons,46872 tons,185 m,32 m
3,Oil and Products Terminal,0.7,3.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,40.0,40.6,Crude Oil Tanker,WET BULK,3218.0,10.5,2006,PAULSBORO,Bahamas,35711 tons,61213 tons,213 m,32 m
Container,Container Terminal XXI,23.3,23.4,Container Ship,CONTAINER SHIPS,669.0,18.5,2010,VALENCIA,Germany,153115 tons,165918 tons,365 m,51 m
Container,Container Terminal XXI,4.9,5.0,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,7.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,2.0,25.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.5,25.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,5.6,12.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
4,Oil and Products Terminal,19.7,31.3,Oil/Chemical Tanker,WET BULK,246.0,8.0,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
1A,Multi Purpose Terminal,22.2,32.0,Oil/Chemical Tanker,WET BULK,125.0,8.1,2010,BATU AMPAR,Liberia,5581 tons,7304 tons,101 m,19 m
3,Oil and Products Terminal,0.5,48.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.4,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,19.7,20.1,Oil/Chemical Tanker,WET BULK,280.0,11.8,2015,TANGER MED,Singapore,24120 tons,39067 tons,184 m,24 m
6,Oil and Products Terminal,0.5,25.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
7,Oil and Products Terminal,8.8,32.0,Oil/Chemical Tanker,WET BULK,125.0,8.1,2010,BATU AMPAR,Liberia,5581 tons,7304 tons,101 m,19 m
3,Multi Purpose Terminal,10.9,31.3,Oil/Chemical Tanker,WET BULK,246.0,8.0,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
1A,Multi Purpose Terminal,49.8,50.2,Oil Products Tanker,WET BULK,3.0,7.2,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,41.3,41.6,Container Ship,CONTAINER SHIPS,669.0,12.1,2013,VALENCIA,Malta,96262 tons,110772 tons,299 m,48 m
Container,Container Terminal XXI,26.5,26.9,Container Ship,CONTAINER SHIPS,1207.0,16.9,2016,ANTWERP,Portugal,94469 tons,109520 tons,299 m,48 m
Container,Container Terminal XXI,1.1,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,0.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
5,Oil and Products Terminal,0.7,12.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,35.3,35.7,LPG Tanker,LPG CARRIERS,982.0,14.6,2015,LAVERA,Norway,37366 tons,42543 tons,199 m,33 m
1A,Multi Purpose Terminal,0.6,11.7,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,1.0,7.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.1,20.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,43.8,44.2,Crude Oil Tanker,WET BULK,6403.0,11.1,2011,LAS PALMAS,Bahamas,81509 tons,158650 tons,274 m,48 m
3,Oil and Products Terminal,0.4,3.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,17.5,17.7,Oil Products Tanker,WET BULK,4.0,6.7,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,34.1,34.4,Container Ship,CONTAINER SHIPS,1263.0,12.4,1996,NAPOLI,Liberia,30280 tons,35966 tons,201 m,32 m
4,Oil and Products Terminal,0.5,3.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,0.5,120.2,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,30.4,30.8,Oil/Chemical Tanker,WET BULK,1.0,4.4,2011,SINES ANCH,Marshall Islands,17846 tons,25145 tons,170 m,26 m
Container,Container Terminal XXI,1.0,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,15.4,15.7,Container Ship,CONTAINER SHIPS,287.0,10.8,2005,ALGECIRAS,Panama,108930 tons,117095 tons,336 m,45 m
7,Oil and Products Terminal,0.3,75.1,Tug,SUPPORTING VESSELS,1.0,5.0,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,20.9,21.3,LPG Tanker,LPG CARRIERS,260.0,11.7,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
1A,Multi Purpose Terminal,0.4,75.1,Tug,SUPPORTING VESSELS,1.0,5.0,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,1.7,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,15.6,15.8,Container Ship,CONTAINER SHIPS,670.0,11.8,2004,VALENCIA,Liberia,53453 tons,66597 tons,294 m,32 m
6,Oil and Products Terminal,0.3,75.1,Tug,SUPPORTING VESSELS,1.0,5.0,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
6,Oil and Products Terminal,42.9,43.2,LPG Tanker,LPG CARRIERS,1599.0,9.1,2014,KAARSTO,Singapore,4292 tons,5011 tons,99 m,17 m
4,Oil and Products Terminal,0.3,75.1,Tug,SUPPORTING VESSELS,1.0,5.0,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,13.2,13.6,Oil Products Tanker,WET BULK,4.0,7.3,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,55.7,55.9,Container Ship,CONTAINER SHIPS,482.0,11.0,1997,ALMERIA,Palau,5941 tons,7900 tons,132 m,19 m
3,Multi Purpose Terminal,56.6,57.0,General Cargo,DRY BREAKBULK,249.0,9.7,1997,VIANA DO CASTELO,Norway,2844 tons,4211 tons,89 m,13 m
Container,Container Terminal XXI,9.8,10.8,Oil Products Tanker,WET BULK,5.0,5.5,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,60.1,60.4,Container Ship,CONTAINER SHIPS,2291.0,16.7,2005,HAIFA,Liberia,94483 tons,108106 tons,332 m,43 m
Container,Container Terminal XXI,0.2,12.3,Fire Fighting Vessel,SUPPORTING VESSELS,13.0,7.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
4,Oil and Products Terminal,0.2,74.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.4,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,0.4,75.1,Tug,SUPPORTING VESSELS,1.0,5.0,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,41.8,42.1,Oil/Chemical Tanker,WET BULK,1013.0,10.9,2008,SARROCH,Malta,23335 tons,37481 tons,184 m,27 m
Container,Container Terminal XXI,9.6,9.8,Container Ship,CONTAINER SHIPS,1766.0,15.5,2007,PIRAEUS,Liberia,39906 tons,50532 tons,260 m,32 m
5,Oil and Products Terminal,0.5,12.3,Tug,SUPPORTING VESSELS,1.0,6.1,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,35.3,35.6,Oil/Chemical Tanker,WET BULK,6.0,6.4,2007,PONTA DELGADA,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,1.6,12.3,Fire Fighting Vessel,SUPPORTING VESSELS,13.0,7.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Sines LNG,REN Atlantico Terminal LNG,9.5,25.7,Oil Products Tanker,WET BULK,64.0,10.7,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
1B,Multi Purpose Terminal,90.5,91.1,Bulk Carrier,DRY BULK,590.0,7.2,2009,ARZEW,Belize,13691 tons,21461 tons,167 m,23 m
3,Oil and Products Terminal,0.2,12.3,Tug,SUPPORTING VESSELS,1.0,6.1,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,1.0,12.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,90.5,91.1,Crude Oil Tanker,WET BULK,7205.0,11.2,2019,PENGERANG,Singapore,62433 tons,109990 tons,250 m,44 m
7,Oil and Products Terminal,0.3,25.2,Tug,SUPPORTING VESSELS,1.0,4.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,7.9,8.2,Container Ship,CONTAINER SHIPS,1200.0,16.1,2004,ANTWERP,Panama,54304 tons,68599 tons,294 m,32 m
Container,Container Terminal XXI,6.9,7.2,Container Ship,CONTAINER SHIPS,223.0,15.3,2003,LEIXOES,Netherlands,7519 tons,8634 tons,137 m,21 m
2,Oil and Products Terminal,4.6,25.2,Tug,SUPPORTING VESSELS,1.0,4.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Sines LNG,REN Atlantico Terminal LNG,0.4,31.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.5,25.2,Tug,SUPPORTING VESSELS,1.0,4.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
6,Oil and Products Terminal,15.4,25.7,Oil Products Tanker,WET BULK,64.0,10.7,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
2,Oil and Products Terminal,0.7,31.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,24.4,24.7,Container Ship,CONTAINER SHIPS,669.0,17.5,2015,VALENCIA,Panama,96333 tons,109619 tons,299 m,48 m
3,Multi Purpose Terminal,43.2,43.7,General Cargo,DRY BREAKBULK,292.0,8.9,1989,VIANA DO CASTELO,Antigua & Barbuda,3826 tons,4402 tons,104 m,16 m
7,Oil and Products Terminal,0.3,25.2,Tug,SUPPORTING VESSELS,1.0,4.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,22.8,23.4,LPG Tanker,LPG CARRIERS,261.0,11.4,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
1B,Multi Purpose Terminal,15.3,24.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.0,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,0.5,24.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.0,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,1.1,25.2,Tug,SUPPORTING VESSELS,1.0,4.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,37.9,38.2,Oil/Chemical Tanker,WET BULK,346.0,8.7,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
4,Oil and Products Terminal,0.4,3.4,Tug,SUPPORTING VESSELS,2.0,5.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
