Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
5,Oil and Products Terminal,23.0,23.3,LPG Tanker,LPG CARRIERS,3198.0,12.6,2004,MARCUS HOOK,Norway,35158 tons,44807 tons,205 m,32 m
1B,Multi Purpose Terminal,0.7,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,12.3,12.7,Oil/Chemical Tanker,WET BULK,304.0,7.8,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
2,Oil and Products Terminal,0.9,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,1.4,2.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,49.6,49.8,Tug,SUPPORTING VESSELS,3.0,5.4,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,49.8,49.9,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
7,Oil and Products Terminal,13.6,14.0,Oil Products Tanker,WET BULK,123.0,7.6,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,16.5,16.7,Tug,SUPPORTING VESSELS,2.0,5.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,16.5,16.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,6.6,7.0,Oil/Chemical Tanker,WET BULK,4.0,5.2,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,1.0,3.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,1.2,1.5,Tug,SUPPORTING VESSELS,2.0,4.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,12.4,12.8,Container Ship,CONTAINER SHIPS,366.0,9.6,2008,CASABLANCA,Liberia,9940 tons,13750 tons,147 m,23 m
Container,Container Terminal XXI,1.8,2.0,Tug,SUPPORTING VESSELS,4.0,8.1,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,1.5,1.8,Tug,SUPPORTING VESSELS,2.0,5.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,20.5,20.7,Container Ship,CONTAINER SHIPS,1108.0,11.7,2016,LE HAVRE,Portugal,97805 tons,110103 tons,299 m,48 m
Container,Container Terminal XXI,3.2,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
7,Oil and Products Terminal,0.4,4.9,Tug,SUPPORTING VESSELS,2.0,4.1,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
10,Petrochemical Terminal,0.5,4.9,Tug,SUPPORTING VESSELS,2.0,4.1,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,0.8,39.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,0.8,70.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,0.9,4.9,Tug,SUPPORTING VESSELS,2.0,4.1,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,85.5,85.8,Oil/Chemical Tanker,WET BULK,484.0,5.4,2013,MOHAMMEDIA,Greece,30201 tons,51853 tons,183 m,32 m
Container,Container Terminal XXI,15.7,16.0,Container Ship,CONTAINER SHIPS,1187.0,16.0,2005,ANTWERP,China,54271 tons,67529 tons,294 m,32 m
Container,Container Terminal XXI,13.2,13.4,Tug,SUPPORTING VESSELS,2.0,4.7,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,13.3,13.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,54.8,55.3,Livestock Carrier,OTHER MARKETS,2433.0,7.8,1982,ASHDOD,Sierra Leone,2287 tons,3116 tons,83 m,13 m
Container,Container Terminal XXI,3.8,4.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,3.9,4.2,Tug,SUPPORTING VESSELS,3.0,5.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,17.9,18.1,Container Ship,CONTAINER SHIPS,1360.0,12.3,1998,NAPOLI,Liberia,53324 tons,63537 tons,294 m,32 m
10,Petrochemical Terminal,19.4,19.8,LPG Tanker,LPG CARRIERS,1374.0,11.7,2007,TERNEUZEN,Singapore,9110 tons,10309 tons,119 m,20 m
Container,Container Terminal XXI,2.4,2.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,19.8,20.1,Container Ship,CONTAINER SHIPS,668.0,15.0,2007,VALENCIA,Denmark,48788 tons,53701 tons,293 m,32 m
Container,Container Terminal XXI,2.6,2.9,Tug,SUPPORTING VESSELS,1.0,5.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
3,Oil and Products Terminal,0.4,17.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,42.0,42.5,Oil/Chemical Tanker,WET BULK,503.0,6.5,2008,AVEIRO,Italy,17644 tons,25997 tons,169 m,25 m
7,Oil and Products Terminal,26.8,27.3,LPG Tanker,LPG CARRIERS,1619.0,11.2,2009,KAARSTO,Belgium,3493 tons,4001 tons,97 m,16 m
5,Oil and Products Terminal,35.0,35.3,Oil/Chemical Tanker,WET BULK,482.0,7.1,2007,LEIXOES,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,8.6,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,8.8,9.1,Tug,SUPPORTING VESSELS,3.0,6.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,16.5,16.7,Container Ship,CONTAINER SHIPS,700.0,11.6,2012,VALENCIA,Hong Kong,94453 tons,112044 tons,299 m,48 m
Container,Container Terminal XXI,0.9,6.7,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,7.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1A,Multi Purpose Terminal,151.1,151.6,General Cargo,DRY BREAKBULK,255.0,8.4,2008,SEVILLA,Portugal,2956 tons,4933 tons,90 m,14 m
4,Oil and Products Terminal,0.2,70.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,28.1,28.5,Oil/Chemical Tanker,WET BULK,342.0,7.1,2015,AVEIRO,Japan,21101 tons,30723 tons,175 m,27 m
Container,Container Terminal XXI,6.1,6.4,Container Ship,CONTAINER SHIPS,483.0,12.4,2005,AGADIR,Portugal,9962 tons,11416 tons,134 m,22 m
Container,Container Terminal XXI,6.4,6.8,Tug,SUPPORTING VESSELS,3.0,8.0,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
9,Petrochemical Terminal,18.3,18.7,Oil Products Tanker,WET BULK,7.0,7.2,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,2.5,2.6,Tug,SUPPORTING VESSELS,3.0,6.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,2.6,2.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,22.3,22.4,Container Ship,CONTAINER SHIPS,793.0,10.0,2015,VALENCIA,Portugal,96333 tons,109587 tons,299 m,48 m
3,Multi Purpose Terminal,0.4,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,8.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Multi Purpose Terminal,135.2,135.7,Heavy Load Carrier,DRY BREAKBULK,2110.0,14.1,2000,GEMLIK,Netherlands,7966 tons,6993 tons,110 m,20 m
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,5.4,5.7,Tug,SUPPORTING VESSELS,2.0,6.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,15.1,15.3,Container Ship,CONTAINER SHIPS,1914.0,15.3,2004,NEMRUT,Panama,54774 tons,66786 tons,294 m,32 m
Container,Container Terminal XXI,0.9,3.0,Tug,SUPPORTING VESSELS,7.0,9.9,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
7,Oil and Products Terminal,18.8,19.2,LPG Tanker,LPG CARRIERS,596.0,6.6,2004,ARRECIFE,Portugal,2708 tons,3090 tons,74 m,14 m
5,Oil and Products Terminal,25.6,26.0,Oil/Chemical Tanker,WET BULK,2457.0,8.9,2007,BISSAU,Malta,6953 tons,11674 tons,119 m,20 m
3,Oil and Products Terminal,33.1,33.6,Oil/Chemical Tanker,WET BULK,2132.0,10.3,2011,NEMRUT,Singapore,24463 tons,39724 tons,183 m,27 m
3,Oil and Products Terminal,0.8,20.7,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,3.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.8,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.6,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.6,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.5,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
1B,Multi Purpose Terminal,5.0,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,17.0,17.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,26.3,26.6,"Inland, Container Vessel",CONTAINER SHIPS,348.0,14.2,2005,VIGO,Marshall Islands,25756 tons,33074 tons,207 m,29 m
Container,Container Terminal XXI,13.4,13.6,Tug,SUPPORTING VESSELS,2.0,5.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,8.3,8.5,Oil/Chemical Tanker,WET BULK,146.0,5.0,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,11.0,11.3,Oil Products Tanker,WET BULK,43.0,8.8,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,2.8,3.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,3.0,3.3,Tug,SUPPORTING VESSELS,3.0,6.9,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,26.8,26.9,Container Ship,CONTAINER SHIPS,2803.0,9.7,2001,HALIFAX,Panama,43575 tons,61487 tons,273 m,32 m
6,Oil and Products Terminal,23.0,23.4,LPG Tanker,LPG CARRIERS,246.0,10.5,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
Container,Container Terminal XXI,23.0,23.2,Container Ship,CONTAINER SHIPS,1306.0,11.0,2008,SALERNO,Panama,50963 tons,63359 tons,274 m,32 m
Container,Container Terminal XXI,1.6,1.8,Tug,SUPPORTING VESSELS,3.0,6.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,1.6,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,8.9,9.1,Container Ship,CONTAINER SHIPS,94.0,8.5,2005,SETUBAL,Portugal,9990 tons,11209 tons,134 m,23 m
1B,Multi Purpose Terminal,16.5,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
7,Oil and Products Terminal,22.9,23.4,LPG Tanker,LPG CARRIERS,1327.0,10.9,2009,ANTWERP,Belgium,3493 tons,3990 tons,97 m,16 m
1B,Multi Purpose Terminal,50.3,50.7,General Cargo,DRY BREAKBULK,356.0,8.0,2008,CASABLANCA,Netherlands,3970 tons,5850 tons,99 m,15 m
3,Oil and Products Terminal,0.6,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,28.9,29.4,Chemical Tanker,WET BULK,238.0,5.0,2010,SINES,Liberia,23313 tons,37843 tons,184 m,27 m
3,Multi Purpose Terminal,8.0,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,1.3,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,26.4,26.8,Crude Oil Tanker,WET BULK,1484.0,9.2,2009,SAVONA,Liberia,81502 tons,158519 tons,274 m,48 m
2,Oil and Products Terminal,1.3,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,1.5,2.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,1.5,2.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.3,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,32.7,33.9,LNG Tanker,LNG CARRIERS,5101.0,13.0,2010,SABINE PASS,Norway,111109 tons,96740 tons,290 m,45 m
5,Oil and Products Terminal,45.8,46.2,Oil/Chemical Tanker,WET BULK,807.0,11.1,2014,LAS PALMAS,Marshall Islands,29732 tons,49990 tons,183 m,32 m
5,Oil and Products Terminal,0.5,8.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,28.9,29.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,29.0,29.1,Tug,SUPPORTING VESSELS,3.0,5.9,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,31.3,31.5,Container Ship,CONTAINER SHIPS,3092.0,15.2,1993,MONTREAL,Liberia,53815 tons,67640 tons,294 m,32 m
4,Oil and Products Terminal,0.6,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,66.3,66.8,Oil Products Tanker,WET BULK,126.0,6.8,2006,SINES,United Kingdom (UK),24048 tons,38492 tons,183 m,27 m
Container,Container Terminal XXI,0.5,0.9,Tug,SUPPORTING VESSELS,3.0,6.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,27.0,27.3,Container Ship,CONTAINER SHIPS,433.0,6.9,2001,ALGECIRAS,Liberia,73059 tons,79465 tons,300 m,40 m
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,32.1,32.3,Container Ship,CONTAINER SHIPS,1513.0,13.6,1999,NAPOLI,Panama,53208 tons,67615 tons,294 m,32 m
Container,Container Terminal XXI,0.8,1.0,Tug,SUPPORTING VESSELS,3.0,6.7,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.8,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,35.9,53.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,9.4,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,1.2,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
1B,Multi Purpose Terminal,5.9,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,10.0,52.0,Tug,SUPPORTING VESSELS,3.0,9.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,50.4,51.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,8.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,59.0,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,0.9,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,0.9,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,0.3,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,8.4,9.0,Chemical Tanker,WET BULK,796.0,11.5,2010,TARRAGONA,Liberia,23313 tons,37843 tons,184 m,27 m
7,Oil and Products Terminal,12.5,13.0,Oil/Chemical Tanker,WET BULK,252.0,10.3,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
1A,Multi Purpose Terminal,34.8,66.3,Oil Products Tanker,WET BULK,4.0,6.8,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,2.0,5.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,1.6,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,7.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,18.3,18.6,Container Ship,CONTAINER SHIPS,669.0,12.1,2008,VALENCIA,Panama,50963 tons,63377 tons,274 m,32 m
Container,Container Terminal XXI,0.5,0.7,Tug,SUPPORTING VESSELS,3.0,11.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
5,Oil and Products Terminal,1.0,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,17.0,17.4,Oil Products Tanker,WET BULK,778.0,12.0,2006,DONGES,United Kingdom (UK),24048 tons,38492 tons,183 m,27 m
5,Oil and Products Terminal,0.6,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
7,Oil and Products Terminal,10.4,66.3,Oil Products Tanker,WET BULK,4.0,6.8,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
1A,Multi Purpose Terminal,0.5,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
1A,Multi Purpose Terminal,0.5,35.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Multi Purpose Terminal,0.1,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
1B,Multi Purpose Terminal,0.1,35.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,14.2,14.6,Container Ship,CONTAINER SHIPS,1175.0,16.6,2004,ANTWERP,Panama,54774 tons,66694 tons,294 m,32 m
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,4.0,5.5,1991,SINES ANCH,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.6,Tug,SUPPORTING VESSELS,4.0,5.0,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.9,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.6,8.6,Tug,SUPPORTING VESSELS,2.0,5.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
6,Oil and Products Terminal,27.6,28.1,LPG Tanker,LPG CARRIERS,213.0,11.9,2015,HUELVA,Malta,4749 tons,5169 tons,99 m,17 m
Container,Container Terminal XXI,5.8,6.1,Container Ship,CONTAINER SHIPS,481.0,12.4,2004,AGADIR,Cyprus,9991 tons,11408 tons,134 m,22 m
Container,Container Terminal XXI,7.6,8.6,Tug,SUPPORTING VESSELS,2.0,5.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,9.4,9.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.6,0.7,Tug,SUPPORTING VESSELS,3.0,9.7,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
1A,Multi Purpose Terminal,19.6,66.3,Oil Products Tanker,WET BULK,4.0,6.8,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
1A,Multi Purpose Terminal,1.1,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
1A,Multi Purpose Terminal,0.6,35.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,39.9,40.2,Oil/Chemical Tanker,WET BULK,253.0,14.0,2018,LEIXOES,Panama,11773 tons,19803 tons,145 m,23 m
2,Oil and Products Terminal,1.7,7.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.0,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.6,7.1,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,4.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,0.4,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,19.1,19.4,Container Ship,CONTAINER SHIPS,283.0,10.2,2007,ALGECIRAS,Panama,107849 tons,117236 tons,336 m,45 m
Container,Container Terminal XXI,0.6,0.9,Tug,SUPPORTING VESSELS,3.0,6.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,4.4,4.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,23.7,24.0,Container Ship,CONTAINER SHIPS,1941.0,14.3,2004,NEMRUT,Panama,54304 tons,68599 tons,294 m,32 m
Container,Container Terminal XXI,4.6,4.7,Tug,SUPPORTING VESSELS,3.0,7.0,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,3.9,4.4,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,7.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,20.1,20.5,Container Ship,CONTAINER SHIPS,1259.0,17.1,2007,NAPOLI,Liberia,39906 tons,50532 tons,260 m,32 m
Container,Container Terminal XXI,4.1,4.4,Tug,SUPPORTING VESSELS,5.0,7.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
7,Oil and Products Terminal,18.3,18.8,LPG Tanker,LPG CARRIERS,249.0,11.9,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
3,Oil and Products Terminal,0.9,11.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.8,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,55.3,55.7,Oil/Chemical Tanker,WET BULK,1559.0,11.5,2009,HAMBURG,Malta,17822 tons,25432 tons,170 m,26 m
6,Oil and Products Terminal,15.9,16.3,Oil Products Tanker,WET BULK,5.0,6.9,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
4,Oil and Products Terminal,28.9,29.2,Oil/Chemical Tanker,WET BULK,225.0,8.7,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,23.3,23.6,Container Ship,CONTAINER SHIPS,1003.0,15.7,2016,LE HAVRE,Portugal,97805 tons,109802 tons,299 m,48 m
Container,Container Terminal XXI,0.7,0.9,Tug,SUPPORTING VESSELS,3.0,5.6,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.4,0.6,Tug,SUPPORTING VESSELS,3.0,9.9,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,5.1,5.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.7,0.8,Tug,SUPPORTING VESSELS,3.0,7.7,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
5,Oil and Products Terminal,0.9,20.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.8,32.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.0,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,67.5,67.9,Crude Oil Tanker,WET BULK,2827.0,12.0,2016,RABIGH,Malta,62388 tons,109999 tons,249 m,44 m
